title,new title,papago title,google title,pororo title
박지민 '성추행' 메시지 남긴 악플러에 일침,박지민 성추행 메시지 남긴 악플러에 일침,박지민의 성추행 메시지를 남긴 악플을 비난하며.,,
"""[TV톡톡] 양세형→조세호, 막내라인이 살아야 '무도'가 산다""",양세형 조세호 막내라인이 살아야 무도 가 산다.,YangSe-hyung와 조 씨 세호의 막내 라인 살기 위해 살아가야만 한다.,,
"""'나혼자' 박나래, 나래바 박사장의 요리 인생 최대 위기 '무슨 일?'""",나혼자 박나래 나래바 박사장의 요리 인생 최대 위기 무슨 일,박나래바의 요리가 그의 인생에서 가장 큰 위기라고 생각하는 사람은 저뿐입니다.,,
"""[종합]'VIP' 이상윤, 장나라 아닌 표예진 찾아갔다…'오열'에 포옹 '반전 엔딩'""",VIP 이상윤 장나라 아닌 표예진 찾아갔다 오열 에 포옹 반전 엔딩,VIP 이상윤이 장나라가 아닌 표예진을 찾았다. 포옹 엔딩.,,
"""'하이바이, 마마' 김태희, 49일 환생➝이규형x딸 서우진 만났다..오열[종합]""",하이바이 마마 김태희 49일 환생 이규형x딸 서우진 만났다 오열,안녕 마마 김태희가 49일 환생한 이규형 x 딸 서우진을 만났다. 우는 소리.,,
"""[엑's 이슈] '하트시그널2' 김현우·임현주 향한 악플, 시청자 탓만 할 텐가""",하트시그널2 김현우 임현주 향한 악플 시청자 탓만 할 텐가,하트시그널2 김현우와 임현주. 악플 때문에 시청자분들 탓을 하실 건가요?,,
"""[DA:리뷰] ‘아는 와이프’ 지성, 한지민 행복 빌어…이정은이 변수(종합)""",아는 와이프 지성 한지민 행복 빌어 이정은이 변수,아는 아내 지성 한지민. Lee Jeong Eun씨 행복하세요.,,
"""[SC이슈]""""21주년 축하""""…핑클 회동→활동 본격화→올 여름 완전체 예능(종합)""",21주년 축하 핑클 회동 활동 본격화 올 여름 완전체 예능,21주년 기념 핑클 모임. 올 여름 멤버들 모두가 함께하는 예능.,,
"""[종합] '나 혼자 산다' 다솜, 주식부터 위스키까지 '반전 일상'""",나 혼자 산다 다솜 주식부터 위스키까지 반전 일상,나 혼자 산다. 다솜이 음식부터 위스키까지.,,
"""""""누구냐, 말도 안돼""""..신동, 31kg 감량 성공→아이돌st 증명사진 공개 [종합]""",누구냐 말도 안돼 신동 31kg 감량 성공 아이돌st 증명사진 공개,누구세요? 신동이가 31kg을 감량하다니. 증명사진 공개.,,
"""‘미스 함무라비’, 현직 판사 집필한 ‘진짜’ 법원..확실히 달랐다""",미스 함무라비 현직 판사 집필한 진짜 법원 확실히 달랐다.,함무라비 양이 현직 판사를 쓴 실제 법원은 확연히 달랐다.,,
‘복면가왕’ 동방불패 8연승...하현우 이어 역대 가왕 랭킹 2위,복면가왕 동방불패 8연승 하현우 이어 역대 가왕 랭킹 2위,8연승을 달린 하현우에 이어 킹랭킹 2위다.,,
"""[종합] ‘빡구’ 윤성호, 86kg→70kg 16kg 감량…김인석 “멋진 형” (전문)""",빡구 윤성호 86kg 70kg 16kg 감량 김인석 멋진 형,박구 윤성호 86kg 70kg 16kg 멋있는 형 김인석.,,
"""[SS이슈]김미화, 평창올림픽 개막식 중계 논란 '신선VS부적절'""",김미화 평창올림픽 개막식 중계 논란 신선VS부적절,김미화의 평창올림픽 개막식 중계 논란이 신선 vs 부적절하다.,,
"""[POP이슈]""""나 시집 잘 갔나 봐"""" 박명수, 난청 아동에 선행→'♥한수민'도 눈물(종합)""",나 시집 잘 갔나 봐 박명수 난청 아동에 선행 한수민 도 눈물,"저는 결혼을 잘 한 것 같아요. 박명수, 난청아, 잘했어, 한수민도.",,
"""‘냉부해’ 한상진, 47kg 감량→꾸준히 1일 1식→“감동적인 요리 감사”[종합]""",냉부해 한상진 47kg 감량 꾸준히 1일 1식 감동적인 요리 감사,한 상진 47kg을 잃었다.당신은 하루 한끼에 감사 드립니다.,,
"""이승윤 매니저 강현석 “채무관계 인정, 당사자 만나 사과할 것”(전문)""",이승윤 매니저 강현석 채무관계 인정 당사자 만나 사과할 것,"이승윤 매니저, 강현석. 채무 관계를 인정한 사람을 만나서 사과하세요.",,
"""이지훈, '99억의 여자' 출연…오나라와 부부 호흡[공식]""",이지훈 99억의 여자 출연 오나라와 부부 호흡,이 대통령 Jihoon 오 나라다 9.9억 여자 손님과 공동 작업한다.,,
"""'나혼산' 임수향, 명상→광란의 노래방 '막춤'…예측불가 '저 제상 텐션'[SC리뷰]""",나혼산 임수향 명상 광란의 노래방 막춤 예측불가 저 제상 텐션,내산에서 임수향 명상. 예측불허 노래방 랜덤 댄스. 예측불허다.,,
"""'톱스타 유백이' 김지석, 전소민에 """"네가 내 프레임 안에 들어오는거야""""[★밤TView]""",톱스타 유백이 김지석 전소민에 네가 내 프레임 안에 들어오는거야,"톱스타 유백이 김지석, 전소민과 함께 제 프레임에 들어왔습니다.",,
"""[POP이슈]강용석, 임블리 동거+빚투 의혹 제기→임지현 남편 반박에 '재반박'""",강용석 임블리 동거 빚투 의혹 제기 임지현 남편 반박에 재반박,강용석이 임블리와 동거 의혹을 제기하며 임지현 남편의 반박에 반박한다.,,
'하늘에서내리는일억개의별' 서인국=살인마?..정소민x박성웅 미스터리 ing [종합],하늘에서내리는일억개의별 서인국 살인마 정소민x박성웅 미스터리 중,"하늘의 별 1억 개를 죽인 정소민과 박성웅의 미스터리 중에,",,
"""'비키니→누드화보' 한혜진, 이소라⋅박나래도 감탄한 '자기 관리 끝판왕'(종합)[Oh!쎈 이슈]""",비키니 누드화보 한혜진 이소라 박나래도 감탄한 자기 관리 끝판왕,"비키니 누드화보, 한혜진, 이소라, 박나래가 깜짝 놀랐다.",,
"""배윤경 """"회사 퇴사 후 연기자의 길, 진짜 하고 싶은 일 하기 위해""""[화보]""",배윤경 회사 퇴사 후 연기자의 길 진짜 하고 싶은 일 하기 위해,Bae Yunkyoung씨가 회사를 그만두고 배우가 되기 위해서.,,
"""'연맛2' 오창석♥이채은, 커플링 분실→다툼 위기→결말은 포옹…사랑 재확인 [MD리뷰]""",연맛2 오창석 이채은 커플링 분실 다툼 위기 결말은 포옹 사랑 재확인,"연매트2, 오창석, 이채은, 커플링 상실을 둘러싼 싸움의 끝이 포옹에 대한 사랑을 재확인한다.",,
"""[종합]""""세계의 재앙 vs 인류애""""..송혜교X유아인 'Love For 우한' 응원 논란""",세계의 재앙 vs 인류애 송혜교X유아인 Love For 우한 응원 논란,우한에 대한 세계 재난 vs 인간 송혜교 X 유아 사랑 응원 논란.,,
"""[전문] 정진운♥경리 열애 인정 “2년째 열애 맞다, 따뜻한 시선 부탁” (공식입장)""",정진운 경리 열애 인정 2년째 열애 맞다 따뜻한 시선 부탁,정진운과 경리는 지난 2년 동안 열애 중입니다. 잘 지켜봐 주세요.,,
"""“키스신 보고 맥주 드링킹”…김소연♥이상우, 알콩달콩 #럽스타그램""",키스신 보고 맥주 드링킹 김소연 이상우 알콩달콩 럽스타그램,키스신을 보고 나서 맥주를 마신다. 이상우 님 사랑스런 도비 인스타그램.,,
‘싸이 흠뻑쇼’ 환불 문의→태풍 이중고…싸이 “약속대로 진행”[MK★이슈],싸이 흠뻑쇼 환불 문의 태풍 이중고 싸이 약속대로 진행,싸이 담그기 쇼에 대한 환불을 요청하세요. 약속대로 태풍 이중고 싸이.,,
"""비아이, 마약 의혹→탈퇴·전속계약 해지…아이콘 어떻게 되나 [종합]""",비아이 마약 의혹 탈퇴 전속계약 해지 아이콘 어떻게 되나,B에 대한 독점 계약을 취소하게 아이콘나의 금단?,,
"""'로별' 이나영, ♥이종석과 깊어진 사랑→학력위조 들통 해고 위기 [종합]""",로별 이나영 이종석과 깊어진 사랑 학력위조 들통 해고 위기,"노별, 이나영, 이종석, 이종석이 연애배경을 위조하다 적발될 위기에 처했다.",,
"""[SW이슈] 월드와이드 방탄소년단, 대기록의 시작""",월드와이드 방탄소년단 대기록의 시작,세계적인 방탄소년단 이정표의 시작.,,
"""'백년손님' 황태경, 아내 나르샤 졸업사진 발견 """"용됐다""""[종합]""",백년손님 황태경 아내 나르샤 졸업사진 발견 용됐다.,백년손님 황태경의 아내 나르샤의 졸업사진이 발견됐다.,,
"""구혜선 """"안재현 증오, 망가지길 원했다…더이상 사랑하지 않아"""" [전문]""",구혜선 안재현 증오 망가지길 원했다 더이상 사랑하지 않아,구혜선과 안재현이 서로 증오심을 깨고 싶었다. 더 이상 널 사랑하지 않아.,,
"""트와이스 모모·사나·나연, '지효 논란' 후 편지..""""원스 지친 모습에 미안""""[전문]""",트와이스 모모 사나 나연 지효 논란 후 편지 원스 지친 모습에 미안,"트와이스 모모, 사나, 나연, 지효. 논란이 있고 나서 원스가 힘들어서 죄송합니다.",,
"""[Oh!쎈 이슈]""""제작진 말 믿었다""""..김재욱·박세미vs'이나리', 악마의 편집 폭로 후폭풍 [전문]""",제작진 말 믿었다 김재욱 박세미vs 이나리 악마의 편집 폭로 후폭풍,"스태프들을 믿었어요. 김재욱, 박세미 vs. 이나리 악마의 편집과 후폭풍 공개.",,
"""'놀면 뭐하니' 유산슬, '가요베스트' 무대→기자간담회까지…최고 '10.5%'""",놀면 뭐하니 유산슬 가요베스트 무대 기자간담회까지 최고 10 5,놀면 뭐해? 유산슬 기자 회견 포함 최대 105명,,
"""[공식]서효림, 김수미子 정명호와 12월 22일 결혼 """"임신 겹경사""""(전문)""",서효림 김수미자 정명호와 12월 22일 결혼 임신 겹경사,"서효림, 김수미, 정명호가 12월 22일 결혼식을 올렸다. 생일 축하해요.",,
"""'김비서가 왜 그럴까' 박서준, 박민영에게 """"성현? 잠꼬대였다""""""",김비서가 왜 그럴까 박서준 박민영에게 성현 잠꼬대였다.,"김비서가 왜 그럴까 궁금해하는 박서준, 박민영과 대화하는 성현의 잠자리였다.",,
"""이지훈, '99억의 여자' 출연…오나라와 부부 호흡[공식]""",이지훈 99억의 여자 출연 오나라와 부부 호흡,이 대통령 Jihoon 오 나라다 9.9억 여자 손님과 공동 작업한다.,,
"""'나 혼자 산다' 기안84·이성우, 웃음+감동 일상으로 금 예능 1위""",나 혼자 산다 기안84 이성우 웃음 감동 일상으로 금 예능 1위,"기안 84는 성우에 의해""나는 라이브'나 홀로 집에 '라는"".1위 금 다양한 쇼를 보인다.",,
"""허지웅·소속사 """"악성림프종 진단, 치료 전념"""" (공식)""",허지웅 소속사 악성림프종 진단 치료 전념,허 씨 Jiwoong의 소속사 악성 림프종을 진단하는데 헌신하고 있다.,,
[종합] 이용진 향한 자이언트 핑크의 공개고백...팬心인 걸로,이용진 향한 자이언트 핑크의 공개고백 팬심인 걸로,이 대통령은 용진에게 자이언트 핑크의 공개적인 자백.,,
"""'킬빌' 산이, 'I♥몰카' 문구 논란 직접 입장 밝힐까(종합)[Oh!쎈 이슈]""",킬빌 산이 I 몰카 문구 논란 직접 입장 밝힐까,윌. Killville은 나는 몰래 카메라에 대한 그의 입장을 밝혀야?,,
"""‘미쓰 코리아’ 한고은 vs 박나래, 마크 리퍼트 입맛 사로잡을 굴순두부찌개은 누가? [간밤TV]""",미쓰 코리아 한고은 vs 박나래 마크 리퍼트 입맛 사로잡을 굴순두부찌개은 누가,미스코리아 한고은 대. 박나래. 마크 리퍼트의 굴 순두부 스튜를 누가 이길까요?,,
"""[Oh!쎈리뷰]'연예가중계' 이지혜 """"현재 임신中, 최초 공개""""""",연예가중계 이지혜 현재 임신중 최초 공개,연예주간 이지혜가 임신 중 처음으로 공개했다.,,
"""[단독] 양준일, 브랜뉴뮤직과 전속계약 긍정 논의""",양준일 브랜뉴뮤직과 전속계약 긍정 논의,브랜뉴뮤직 양준일과의 전속계약 긍정성에 대한 논의.,,
"""""""일터 나온 맞벌이 부부""""…함소원♥진화, 여전히 달콤한 '함진부부' [★SHOT!]""",일터 나온 맞벌이 부부 함소원 진화 여전히 달콤한 함진부부,"그 dual-income 커플, 햄 So-won, Jinhwa, 여전히 달콤해요.",,
"""'미스터 션샤인' 김갑수, 이병헌 살려 보냈다 """"가라""""""",미스터 션샤인 김갑수 이병헌 살려 보냈다 가라,미스터 선샤인 김 Gapsoo과 이 대통령 Byunghun을 구했다.가세요.,,
"""[엑's PICK] '인생술집' 윤소희 """"과학고 조기졸업, 김태희 때문에 카이스트 진학""""""",인생술집 윤소희 과학고 조기졸업 김태희 때문에 카이스트 진학,윤소희는 과학고등학교를 일찍 졸업한 김태희 때문에 카이스트에 진학했습니다.,,
"""[단독인터뷰] 이필모 “샤워 이후 행동, 그렇게 야할 줄이야 하하하”""",이필모 샤워 이후 행동 그렇게 야할 줄이야 하하하,나는 샤워 후 이 대통령 Pilmo의 행동이 매우 흥분되는지 몰랐다.,,
"""이성미, 미혼모 심경 고백.. 가수 김학래 """"파렴치한 X 아냐""""""",이성미 미혼모 심경 고백 가수 김학래 파렴치한 X 아냐,이성미 싱글맘이 심경을 고백한다. Kim Hakrae는 뻔뻔합니다.,,
"""샤이니 온유, 클럽 강제추행 '무혐의' 처분 받았다""",샤이니 온유 클럽 강제추행 무혐의 처분 받았다.,그는 샤이니 ONEW 클럽 강제추행 혐의에 대해 무혐의 처분을 받았다.,,
프듀 순위조작 갈수록 대범…탈락자 바꾸기→득표수 전반조작,프듀 순위조작 갈수록 대범 탈락자 바꾸기 득표수 전반조작,제작진의 순위 조작. 투표수 변경.,,
"""[종합]'미우새' 탁재훈, 500만원으로 '제주도 집' 산 사연(ft. 김원희 남편♥)""",미우새 탁재훈 500만원으로 제주도 집 산 사연 ft 김원희 남편,우리 꼬마 탁재훈은 500만 원으로 제주도에 집을 샀습니다. 김원희 남편.,,
"""“죄책감·부끄럽다”..판빙빙, 탈세 4개월만 사과와 반성 ‘논란 일단락’(종합)[Oh!쎈 이슈]""",죄책감 부끄럽다 판빙빙 탈세 4개월만 사과와 반성 논란 일단락,"제 죄책감이 부끄럽습니다. 판빙빙 탈세, 4개월간의 사과와 반성 논란은 끝났다.",,
"""'해투4' 기은세, 예측불가 토크+야간매점 A/S '예능 팔방미인'""",해투4 기은세 예측불가 토크 야간매점 A S 예능 팔방미인,"Happy Together 4기은세의 예측불허 토크. 버라이어티의 묘미, 야식 AS.",,
"""싱글맘 장백지, 셋째 출산 인정…아빠는 대체 누구?[룩@차이나]""",싱글맘 장백지 셋째 출산 인정 아빠는 대체 누구,싱글맘 장백지. 셋째 출산. 네 아빠는 누구니?,,
"""'비스' 유소영 """"6살 연하 고윤성과 열애, 욕 많이 먹었다""""""",비스 유소영 6살 연하 고윤성과 열애 욕 많이 먹었다.,여섯 살 연하의 비스 유소영이 윤성과의 열애설로 비난을 받았다.,,
"""[단독] ’연애의 맛2’ 오창석♥이채은, 야구장서 정식 커플선언""",연애의 맛2 오창석 이채은 야구장서 정식 커플선언,"데이트의 맛 2. 창석, 채은 야구장 공식 커플 선언.",,
"""‘성관계 몰카’ 정준영, 구속 7일째→만화책 읽으며 유치장 생활 [종합]""",성관계 몰카 정준영 구속 7일째 만화책 읽으며 유치장 생활,성관계 몰카 정준영이 만화책을 보고 7일 만에 검거됐다.,,
"""[엑's 이슈] """"화사라 소화 가능""""VS""""선정적""""…'2018 MAMA' 의상 두고 설전""",화사라 소화 가능 VS 선정적 2018 MAMA 의상 두고 설전,Hwasa적인 2018년 마마 의상을 VS는 누굴까 전쟁 말의 일을 해낼 수 있다.,,
"""경찰, 정준영 자택 '뒤늦은 압수수색'...3년 전과 다른 결과 낼까 [종합]""",경찰 정준영 자택 뒤늦은 압수수색 3년 전과 다른 결과 낼까,경찰이 정준영 씨의 자택을 뒤늦게 압수수색했던 3년 전과는 결과가 다를까.,,
"""[단독]추자현♥우효광, 29일 정식 결혼식…아들 돌잔치도 함께 '겹경사'""",추자현 우효광 29일 정식 결혼식 아들 돌잔치도 함께 겹경사,"추자현, 우효광. 29일에는 아들의 돌잔치가 함께 열린다.",,
"""스티븐 호킹 별세, 미드 '빅뱅이론' 추모한 이유""",스티븐 호킹 별세 미드 빅뱅이론 추모한 이유,스티븐 호킹의 데스 미드 빅뱅 이론을 기억하는 이유,,
"""""""29kg 감량"""" 홍지민, 눈으로 확인한 3단 변화 [종합]""",29kg 감량 홍지민 눈으로 확인한 3단 변화,"홍 3지민이, 29kg에서 잃어버리자,3-step 변화를 보았다.",,
"""현아♥이던, 싸이와 계약→태국여행 중..리얼 커플의 욜로 일상 (종합)[★SHOT!]""",현아 이던 싸이와 계약 태국여행 중 리얼 커플의 욜로 일상,현아 이던 싸이. 태국 여행 중 리얼 커플의 욜로 일상.,,
산이·김용준도 분노했다…강서구 PC방 살인사건 국민청원 참여 42만↑,산이 김용준도 분노했다 강서구 PC방 살인사건 국민청원 참여 42만,강서구의 한 PC방에서 42만명이 살인 청원에 참여했다.,,
"""'보복 운전' 최민수, 항소심에서도 징역형 유지 """"판결 감사히 받아들이겠다""""(종합)""",보복 운전 최민수 항소심에서도 징역형 유지 판결 감사히 받아들이겠다.,보복운전자인 최민수씨도 징역 유지 판결이 내려진 것에 감사할 것이다.,,
"""윤성호 다이어트 변천사 “16kg 감량 성공, 이제 월드컵 응원해야지”""",윤성호 다이어트 변천사 16kg 감량 성공 이제 월드컵 응원해야지,윤성호 16kg 뺐어요. 그는 월드컵을 응원해야 합니다.,,
"""산이, SBS 뉴스에 경고 """"마녀사냥 적당히 해...법적대응할 것"""" [공식입장]""",산이 SBS 뉴스에 경고 마녀사냥 적당히 해 법적대응할 것,산이 SBS 뉴스에 경고합니다. 마녀 사냥 그만해. 법적 대응.,,
"""문희준♥소율, 딸 잼잼이 공개…“아빠와 붕어빵”""",문희준 소율 딸 잼잼이 공개 아빠와 붕어빵,문희준과 소율이 딸 잠잠이 아빠와 붕어빵을 공개한다.,,
"""김정은, 홍콩여행 중 ♥︎남편이 찍어준 사진 공개 “그래 괜찮아”[★SHOT!]""",김정은 홍콩여행 중 남편이 찍어준 사진 공개 그래 괜찮아,김정은은 남편이 홍콩 여행 중 찍은 사진을 공개했다. 괜찮아요.,,
"""양다리 폭로→사과→자필 사과문…남태현-장재인, 47일의 '사랑과 전쟁'[종합]""",양다리 폭로 사과 자필 사과문 남태현 장재인 47일의 사랑과 전쟁,남태현과 장재인의 47일간의 사랑 전쟁.,,
"""‘나혼자산다’, ‘한국인이 좋아하는 TV 프로그램’ 3개월 연속 1위""",나혼자산다 한국인이 좋아하는 TV 프로그램 3개월 연속 1위,나는 혼자 살고 있다.한국인들이 게리와는 1TV프로그램에 3개월 연속.,,
"""태연, 필라테스로 몸매 관리…군살제로 보디라인 [★해시태그]""",태연 필라테스로 몸매 관리 군살제로 보디라인,체지방 유지를 위해 태연 필라테스. 바디라인.,,
'나혼자산다' 이시언의 엉망진창 집들이…'청결 황태자' 황민현[종합],나혼자산다 이시언의 엉망진창 집들이 청결 황태자 황민현,"태자는 황 교수 민현, Dian엉망으로 집들이 왕자.",,
'한밤' 슈 '1심 공판'→조보아 '표정 오해' [★밤TView],한밤 슈 1심 공판 조보아 표정 오해,"미드나잇 슈의 첫 재판, 조 Boah의 얼굴 표정 오해를 받고 있다.",,
"""[단독] """"현실은, The 달달""""…이준♥정소민, 리얼 커플상""",현실은 The 달달 이준 정소민 리얼 커플상,"실제로 더달, 이준, 정소민, 진짜 커플상.",,
[종합] 조민기 측 “성추행? 루머”vs청주대 “조사결과 중징계” (전문),조민기 측 성추행 루머 vs청주대 조사결과 중징계,조민기 성추행설 vs. 청주대학교의 조사 결과. 무거운 벌칙.,,
"""연정훈♥한가인, 귀요미 둘째 발 사진..앙증맞고 깜찍해""",연정훈 한가인 귀요미 둘째 발 사진 앙증맞고 깜찍해,Yeon Jung Hoon 귀여워요. 두 번째 발의 사진은 귀엽고 귀엽습니다.,,
"""[MD인터뷰] 봉태규 """"주연배우 하차, 크게 동요하지 않았다""""""",봉태규 주연배우 하차 크게 동요하지 않았다.,주연 배우에서 봉태규의 많이 흔들리지 않았다.,,
"""[종합]""""재밌는 사진→연인 NO"""" 이엘X김재욱 열애설로 번진 사진유출 해프닝""",재밌는 사진 연인 NO 이엘X김재욱 열애설로 번진 사진유출 해프닝,재미있는 사진 애호가는 NO EL X 김재욱. 열애설을 통해 퍼진 사진 유출.,,
"""바다X유진, S.E.S.의 오랜 우정…요정 미모도 열일""",바다X유진 S E S 의 오랜 우정 요정 미모도 열일,바다X유진SES의 오랜 우정요정 미모도 열심히 일하고 있다.,,
[N현장] '벌써 18세' 故 최진실 아들 최환희와 10대 대표의 '애들생각'(종합),벌써 18세 고 최진실 아들 최환희와 10대 대표의 애들생각,18살 최진실의 아들 최환희와 10대 CEO를 생각하면.,,
"""[종합] 현빈X손예진, 독자 제보→美여행+열애설 일축…“사실 아냐”""",현빈X손예진 독자 제보 미여행 열애설 일축 사실 아냐,현빈X손예진의 리포트. 그것은 사실이지 않습니까?,,
'SKY 캐슬' 김혜나는 끝났지만 김보라는 계속된다…강렬한 존재감 [콕TV],SKY 캐슬 김혜나는 끝났지만 김보라는 계속된다 강렬한 존재감,SKY캐슬 김혜나는 끝났지만 김보라의 존재감은 여전하다.,,
"""태양♥민효린, 오늘(3일) 결혼…3년 열애 끝 부부 된다""",태양 민효린 오늘 결혼 3년 열애 끝 부부 된다.,태양 민효린이 오늘 결혼 3년 만에 커플이 된다.,,
"""[DA:투데이] “반백살 이서진 또…”, ‘꽃할배 리턴즈’ 오늘 첫방 (ft.김용건) (종합)""",반백살 이서진 또 꽃할배 리턴즈 오늘 첫방,"반백살, 이서진과 꽃할아버지가 돌아옵니다. 오늘 첫 방송.",,
"""[단독]이상화♥강남 커플 ‘연내 결혼’ 가시화, 양가 부모에 인사""",이상화 강남 커플 연내 결혼 가시화 양가 부모에 인사,"이상화 강남 커플, 올해 안에 결혼가정 부모에게 인사",,
"""'다날다' 다나의 눈물 """"결별+지인 사망 이중고…의욕 잃어""""""",다날다 다나의 눈물 결별 지인 사망 이중고 의욕 잃어,다나의 눈물겨운 지인의 죽음. 죽고 싶은 다나의 욕망.,,
"""[단독] 슈 """"걸그룹 도박, 깊은 사죄의 말씀 드립니다""""""",슈 걸그룹 도박 깊은 사죄의 말씀 드립니다.,슈 걸그룹의 도박에 대해 깊은 사과를 드립니다.,,
"""‘슈스케 꼬마’ 손예림, 5일 솔로 데뷔 확정 [공식]""",슈스케 꼬마 손예림 5일 솔로 데뷔 확정,리틀 아들 예림 슈퍼 스타 K는 5일에 그녀의 솔로 데뷔를 한다.,,
"""'하나뿐인 내편' 임예진 억지에 지친 유이, 최수종 앞에서 '눈물' (종합)""",하나뿐인 내편 임예진 억지에 지친 유이 최수종 앞에서 눈물,하나뿐인 임예진. 힘에 지친 유이 최수종 앞에 눈물이 맺혔다.,,
"""[종합] """"아직 입원중""""..'안재현과 불화' 구혜선, 2주 만에 SNS 재개""",아직 입원중 안재현과 불화 구혜선 2주 만에 SNS 재개,아직 병원에 입원 중인 안재현과 구혜선이 2주간의 불화 끝에 SNS를 재개한다.,,
김신영 비키니 자태 폭소 유발 …역시 프로페셔널,김신영 비키니 자태 폭소 유발 역시 프로페셔널,김 신영의 비키니 웃게 만든다.그녀는 전문인이다.,,
"""정용화, 오늘 입대…""""잘 다녀올게요, 기다려 주세요""""(종합)""",정용화 오늘 입대 잘 다녀올게요 기다려 주세요,JUNG YONG HWA는 잘 군대에 가입할 것입니다.기다려 주세요.,,
"""‘인플루엔자 확진’ 옥주현, ‘엘리자벳’ 캐스팅 변경→회복 최선 [종합]""",인플루엔자 확진 옥주현 엘리자벳 캐스팅 변경 회복 최선,옥주현 씨는 인플루엔자 확진 판정을 받았습니다. 엘리자베스 캐스팅의 변화로부터 회복하는 것이 최선입니다.,,
"""[단독] '논스톱'의 그녀, """"새로운 ♥과 재혼, 전 남편도 축하해줬다""""""",논스톱 의 그녀 새로운 과 재혼 전 남편도 축하해줬다.,논스톱을 좋아해의 새로운 전 남편 또한 축하해 주었다.,,
[단독]전현무·한혜진 결별 묵묵부답 속 현재 ‘나 혼자 산다’ 녹화中,전현무 한혜진 결별 묵묵부답 속 현재 나 혼자 산다 녹화중,"전현무와 한혜진이 여전히 결별에 대해 침묵하고 있다. 그들은 ""나 혼자 산다""를 촬영하고 있다.",,
"""'그것이 알고싶다' 황하나→버닝썬, 의혹 투성이 '마약 연결고리' [종합]""",그것이 알고싶다 황하나 버닝썬 의혹 투성이 마약 연결고리,우리는 그것이 무엇인지 알고 싶습니다. 황하나 버닝썬 의혹은 마약 고리로 볼 수 있다.,,
"""'캠핑클럽' '소주파' 이효리-'쫀디기파' 성유리, 각자의 취향""",캠핑클럽 소주파 이효리 쫀디기파 성유리 각자의 취향,,,
"""[공식] 이정현, 예비신랑 3살 연하 정형외과 전문의 """"1년 교제""""""",이정현 예비신랑 3살 연하 정형외과 전문의 1년 교제,이정현 예비신부보다 3살 어린 정형외과 의사와의 1년 연애.,,
"""'정경호♥' 수영, 레깅스로 뽐낸 '군살 제로 몸매'""",정경호 수영 레깅스로 뽐낸 군살 제로 몸매,수영은 레깅스로 경호의 마른 몸.,,
"""'그것이 알고싶다' 故김성재 편, 방송 불가…""""명예훼손 우려""""[공식입장]""",그것이 알고싶다 고김성재 편 방송 불가 명예훼손 우려,우리는 그것이 무엇인지 알고 싶습니다. 故 김성재 편은 방송이 안 되고 명예훼손이 우려된다.,,
"""[단독] """"윤지오 고소""""...김수민 작가, 박훈 변호사 선임""",윤지오 고소 김수민 작가 박훈 변호사 선임,윤지오의 고소장 김수민이 박훈 작가를 변호사로 선임한다.,,
"""'퀸덤' 박봄, 비밀의 마지막 주인공으로 등장…오마이걸 깜짝""",퀸덤 박봄 비밀의 마지막 주인공으로 등장 오마이걸 깜짝,오마이걸이 퀸덤 박봄의 시크릿 마지막 게스트로 깜짝 등장했다.,,
[종합] “반갑다”vs“불편” 박봄 컴백 엇갈린 반응 (ft.디네이션),반갑다 vs 불편 박봄 컴백 엇갈린 반응,만나서 반가워 불편한 박봄에 대한 반응은 엇갈리게 돌아오와 대비하여.,,
"""미나, '♥류필립'과 발리서 행복한 근황..""""예쁜 부부""""""",미나 류필립 과 발리서 행복한 근황 예쁜 부부,미나랑 류필립. 발리에서 행복한 커플.,,
"""[SC이슈]""""파도파도 괴담"""" 마이크로닷, '예능대부' 이경규 인생의 오점""",파도파도 괴담 마이크로닷 예능대부 이경규 인생의 오점,웨이브 또한 무서운 이야기입니다. 버라이어티 대부 이경규의 인생의 오점.,,
"""현빈 """"'손예진과 이별=명장면..'사랑불' 시청자들에게 선물 됐길"""" (인터뷰)""",현빈 손예진과 이별 명장면 사랑불 시청자들에게 선물 됐길,현빈 손예진과의 최고의 이별 장면이 시청자들에게 선보였으면 좋겠다.,,
'둥지탈출3' 조영구♥신재은이 밝힌 #현실판SKY캐슬 #0.3%영재 #예서책상 [TV줌인],둥지탈출3 조영구 신재은이 밝힌 현실판SKY캐슬 0 3 영재 예서책상,네스트 탈출 3Youngjae의 책상 조 Young-gu과 신 Jae-eun에 의해 밝혔습니다.,,
"""차지연, 갑상선암 진단→‘안나 카레니나’ 하차→“치료에 전념” [공식입장]""",차지연 갑상선암 진단 안나 카레니나 하차 치료에 전념,차지연 씨의 갑상선암 진단입니다. 안나 카레니나를 치료하기 위해 헌신했어요,,
"""[단독] """"현실은, The 달달""""…이준♥정소민, 리얼 커플상""",현실은 The 달달 이준 정소민 리얼 커플상,"실제로 더달, 이준, 정소민, 진짜 커플상.",,
"""""""母도 정신적 충격""""…구혜선, 안재현 '뒷담화→주취상태서 여성들과 긴밀 연락' 주장 [종합]""",모도 정신적 충격 구혜선 안재현 뒷담화 주취상태서 여성들과 긴밀 연락 주장,"모도 멘탈 쇼크 구혜선, 안재현이 만취한 구설수에 여성과의 긴밀한 접촉을 주장했다.",,
